Name,key,Style,Style Key,Brewery,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Wulver,4456,Scotch Ale / Wee Heavy,102,Thirsty Dog Brewing Company,"Notes:We made this beer specifically for bourbon barrels. The result is our most acclaimed bourbon barrel beer. Bourbon barrel aging and specialty malts create flavors of vanilla and caramel that blend in perfect balance.	",12,4.38,25,35,11,61,112,21,111,22,1,55,9,30,140
Claymore,4457,Scotch Ale / Wee Heavy,102,Great Divide Brewing Company,"Notes:Named for a medieval Scottish sword, Claymore Scotch Ale is our tribute to the legendary “Wee Heavy” beers of Scotland. This malty, deep-ruby beauty features lots of caramel sweetness, a reserved hop profile, and a subtle warming character. Unlike its namesake, this beer only requires one hand, but it’ll still make you feel like nobility.	",7.7,3.87,25,35,7,64,28,49,88,17,0,27,47,45,125
Rum Cask Oak Aged Beer,4458,Scotch Ale / Wee Heavy,102,Innis & Gunn,Notes:,6.8,3.87,25,35,3,33,67,16,62,6,0,24,15,23,49
Wee Heavy,4459,Scotch Ale / Wee Heavy,102,AleSmith Brewing Company,"Notes:A classic Scotch Ale. Scotch ales are typically sweet and malty, with a very subdued dose of hops– just enough to provide balance. AleSmith Wee Heavy is a wonderful interpretation of this traditional Scotch style.	",10,4.19,25,35,6,40,61,30,98,10,0,34,32,17,100
Traquair House Ale,4460,Scotch Ale / Wee Heavy,102,Traquair House Brewery,Notes:,7.2,4.17,25,35,9,44,27,22,79,24,2,56,28,11,87
Samuel Adams Scotch AleBoston Beer Company (Samuel Adams),4461,Scotch Ale / Wee Heavy,102,Boston Beer Company (Samuel Adams),Notes:,5.4,3.78,25,35,9,29,24,19,37,4,0,7,25,37,65
Old Chub - Nitro,4462,Scotch Ale / Wee Heavy,102,Oskar Blues Grill & Brew,"Notes:OLD CHUB NITRO takes you deeper into the rich, malty flavors of the original brobdingnagian Scotch Ale, while the nitrogen widget liberates a cascading, uber-silky smooth oral experience only the CAN provides. This jaw-dropping Scottish strong ale (6.9% ABV) is brewed with bodacious amounts of malted barley and specialty grains, and a dash of beechwood-smoked malt. Old Chub Nitro features semi-sweet flavors of cocoa and coffee, and a wee-bit of smoke. A head-turning treat for malt heads and folks who think they don’t dig dark beer.	",6.9,3.97,25,35,4,80,25,17,60,5,0,10,12,22,95
Wee Heavy,4463,Scotch Ale / Wee Heavy,102,Belhaven Brewery Company Ltd.,Notes:,6.5,4.09,25,35,11,46,25,18,83,13,0,15,24,13,93
Brewer's Reserve Bourbon Barrel Scotch Ale,4464,Scotch Ale / Wee Heavy,102,Central Waters Brewing Co.,"Notes:Cherrywood smoked Scotch ale aged in used 12 year old bourbon barrels.	",12,4.28,25,35,5,56,96,21,84,10,0,39,10,41,107
Traquair Jacobite,4465,Scotch Ale / Wee Heavy,102,Traquair House Brewery,"Notes:Traquair Jacobite Ale is a Scotch ale with an ancient ingredient, coriander: rich, deep flavors are accented by exotic coriander aroma. Traquair House Brewery, located within Scotland's oldest inhabited house, uses a 1738 copper kettle and oak fermenters to produce this fine ale, first brewed in 1995 to commemorate the Jacobite Revolution.	",8,4.18,25,35,4,57,37,32,82,19,0,52,65,20,97
McEwan's Scotch Ale,4466,Scotch Ale / Wee Heavy,102,Eagle Brewery,"Notes:Formerly brewed by The Caledonian Brewing Company	",8,3.83,25,35,3,43,28,21,70,9,0,36,20,17,73
Kilt Lifter Scotch Ale,4467,Scotch Ale / Wee Heavy,102,Moylan's Brewery,Notes:,8,3.75,25,35,4,36,23,22,67,17,3,27,23,14,93
Big Sound,4468,Scotch Ale / Wee Heavy,102,Cigar City Brewing,"Notes:Big Sound Scotch Ale is dedicated to our good buddy Gino, the most Punk Rock Bagpiper you will ever meet, and the rest of the men and women of the Tampa Bay Pipes and Drums. Brown in color, Big Sound has huge notes of dark sweet toffee with underlying mild notes of coffee in the aroma. The flavor starts with a slight note of cherry and then opens into a goliath of malt character with notes of dark sweet toffee, coffee and mild notes of toasted bread in the finish. Big Sound Scotch Ale pairs well with Haggis, Highland Games, Huge Heads, Enormous pillows and of course Bagpipe Music.40 IBU	",8.5,4.11,25,35,6,66,49,32,101,15,0,40,17,23,118
Samuel Adams Wee Heavy (Imperial Series)Boston Beer Company (Samuel Adams),4469,Scotch Ale / Wee Heavy,102,Boston Beer Company (Samuel Adams),Notes:,10,3.73,25,35,6,84,56,51,109,18,0,36,32,50,140
Jinx,4470,Scotch Ale / Wee Heavy,102,Magic Hat Brewing Company,"Notes:It’s OK to be a Wee Heavy. Much has been made of the ills of smoking. Jinx thinks there’s nothing wrong with it. For years, he stood strong with his peat-smoked whiskey malt mash. He held his head high when others made fun of his wee heavy physique, becoming a mainstay in Magic Hat’s Night of the Living Dead Variety 12-Pak. People said he’d never attain an Original Gravity above 15.1 degrees Plato or an ABV above 6%. He proved them wrong. Take Magic Hat into the next alellenium. Vote Jinx.23 IBU	",6.3,3.76,25,35,9,47,18,15,56,11,0,14,15,39,66
Équinoxe Du Printemps,4471,Scotch Ale / Wee Heavy,102,Brasserie Dieu du Ciel!,"Notes:Équinoxe du Printemps (French for ""spring equinox"") is the quintessential marriage of two great traditions: beer brewing in Scotland, and maple syrup production in Quebec. At the first draught, the mouth is overcome by woody, malty flavours, sustained by a discrete touch of sweetness. The aftertaste brings about the flavours of maple, which are sufficiently present to be appreciated, but never overwhelming the typical flavours of a Scotch Ale. Equinoxe du printemps is brewed only once a year in January. It is aged for two months in order to attain a perfect balance in taste. Then, it is sold starting March 21st, until stocks last.The Equinoxe du printemps was born in our Montreal brewpub in February 1999.	",9.5,3.93,25,35,13,67,59,31,217,29,0,61,54,28,189
Loch Down,4472,Scotch Ale / Wee Heavy,102,Arcadia Brewing Company,"Notes:OG 1080; 28 IBU Formerly called Arcadia Scotch AleOur tribute to the Scottish Highlands, this beer offers a gorgeous garnet color joined by the aroma of ripe plums and freshly-baked biscuits. The rich, full-bodied texture reveals notes of roasted chestnuts and caramel in the smooth single-malt style brew. Balanced with just the right amount of hop character, this beer delights with crisp alcohol finish.	",8.5,3.65,25,35,11,55,35,29,80,29,0,38,33,10,111
Smuttynose Scotch Style Ale (Big Beer Series),4473,Scotch Ale / Wee Heavy,102,Smuttynose Brewing Company,"Notes:Our Scotch Ale is a bold amber beer that balances smooth rich sweetness with a hint of peat smoked malt. The infusion of this subtle smokiness invites images of heather fields, platters of haggis, & the poetry of William McGonagall. Enjoy one with your mates!2007 - 8.2%2008 - 7.1%2013 - 8.0%	",8.2,4.02,25,35,8,54,43,18,92,16,1,26,17,48,117
Pike Kilt Lifter Scotch Style Ale,4474,Scotch Ale / Wee Heavy,102,Pike Brewing Company,Notes:,6.5,3.61,25,35,8,34,24,30,39,11,0,15,46,13,72
Wee Heavy Scotch Style Ale,4475,Scotch Ale / Wee Heavy,102,The Duck-Rabbit Craft Brewery,"Notes:The Duck-Rabbit’s Scotch Ale is a full-bodied, deep copper-colored treasure. Bold and malty, this beer’s sweetness comes from a massive quantity of grain complemented by some serious kettle carmelization. The flavor is rounded out by a warming alcohol sensation.	",8,3.93,25,35,7,55,57,11,81,31,0,39,20,1,96
Ride The Lion,4476,Scotch Ale / Wee Heavy,102,Clown Shoes,Notes:,11,4.07,25,35,24,80,95,8,108,32,0,40,12,33,133
Scotch De Silly,4477,Scotch Ale / Wee Heavy,102,Brasserie de Silly S.A.,Notes:,8,3.76,25,35,10,56,65,35,126,39,0,60,50,12,95
Wee Heavy - Barrel-Aged,4478,Scotch Ale / Wee Heavy,102,AleSmith Brewing Company,Notes:,9.5,4.32,25,35,8,80,123,11,93,16,0,30,11,35,171
Scotty Karate - Bourbon Barrel Aged,4479,Scotch Ale / Wee Heavy,102,Dark Horse Brewing Company,Notes:,9.75,3.99,25,35,9,43,76,19,85,5,1,25,23,17,112
Warped Speed Scotch Ale,4480,Scotch Ale / Wee Heavy,102,Lake Louie Brewery Company,Notes:,7.2,4.05,25,35,8,43,33,21,78,16,0,11,25,15,75
Drafty Kilt Scotch Ale,4481,Scotch Ale / Wee Heavy,102,Monday Night Brewing,"Notes:A roasty scotch ale with a hint of smoke. Full-bodied, but not overpowering. Smokey, but not in a creepy bar kind of way. Sweet, but not obnoxiously so. Sound like your ideal mother-in-law? Fair enough, but it also is a pretty dead-on description of our Scotch Ale. In a difficult hop-growing climate, Scottish brewers relied on other ingredients to impart flavor and bitterness – one such ingredient was smoked malt. Drafty Kilt is a dark, malty bombshell of a beer.	",7.2,3.88,25,35,6,36,27,32,55,10,0,24,33,28,90
Snow & Tell,4482,Scotch Ale / Wee Heavy,102,Boulevard Brewing Co.,"Notes:Oak aged.	",6.3,3.66,25,35,7,36,11,16,46,5,0,9,19,20,85
Iron Thistle,4483,Scotch Ale / Wee Heavy,102,Rahr & Sons Brewing Company,"Notes:SCOTTISH STYLE ALEAvailable : February ReleaseBreak out the bagpipes with your lederhosen! We’re proud to present our Iron Thistle Scotch Ale – Rahr’s first National Grand Champion winner. This dark, Scottish ale has a bold taste dominated by a smooth, sweet maltiness balanced with a low, hoppy bitterness. So don your kilts and enjoy. Here’s to your health – Slàinte! Prosit!IBU35HOP VARIETIESWarriorMALTS2 Row, Vienna, Crystal, Chocolate, Carafa Special II",7,3.87,25,35,14,67,41,64,97,18,2,36,59,23,126
Wet Willy Scotch Ale,4484,Scotch Ale / Wee Heavy,102,New England Brewing Co.,Notes:,10,3.93,25,35,12,66,73,17,122,26,1,39,15,18,103
Sheep Shagger Scotch Ale,4485,Scotch Ale / Wee Heavy,102,Tyranena Brewing Company,Notes:,7.5,4,25,35,5,64,39,23,73,8,1,13,32,16,109
Wee Heavy-er Scotch Style Ale,4486,Scotch Ale / Wee Heavy,102,French Broad River Brewing,Notes:,7,3.59,25,35,13,62,32,23,110,33,0,37,25,13,113
Gravedigger Billy,4487,Scotch Ale / Wee Heavy,102,Revolution Brewing,"Notes:A cousin of our Willie Wee Heavy, this strong ale was aged in Woodford Reserve barrels for 11 months.	",13.2,4.28,25,35,7,47,98,20,89,9,2,21,5,39,118
Cold Smoke Scotch AleKettleHouse Brewing Co. (Southside Taproom),4488,Scotch Ale / Wee Heavy,102,KettleHouse Brewing Co. (Southside Taproom),"Notes:Formulated with Montana grown 2-row barley, northwest Goldings hops, and lotsa love, this hearty ale drinks very smooth. Not bitter at all and not too sweet either. Novice beer drinkers have been known to take a taste and then say, “WOW! That’s not what I expected… that’s GOOD!” A hint of roasted barley lends a slight coffee-like smoky finish. With a 6.5% abv, this beer is perfect after a day of rippin’ lines on area or your favorite back country getaway.11 IBU	",6.5,3.96,25,35,4,54,26,43,57,6,0,13,31,31,97
Ol' Red Cease & Desist Wee Heavy Ale,4489,Scotch Ale / Wee Heavy,102,Erie Brewing Co.,Notes:,10.1,3.52,25,35,8,43,38,15,106,29,1,56,30,7,107
Salty Scot,4490,Scotch Ale / Wee Heavy,102,Parallel 49 Brewing Company,"Notes:Building upon a Scottish ""Wee Heavy"", this unique beer was developed to provide a strong caramel malt flavour with enough salt to give it a bit of a bite. Stronger in alcohol, this beer starts off sweet but remains fairly light to drink.	",7.5,3.94,25,35,10,37,26,11,125,8,47,23,7,3,127
Shaggin' In The Wood,4491,Scotch Ale / Wee Heavy,102,Tyranena Brewing Company,Notes:,7.55,4.06,25,35,7,68,75,21,70,5,0,6,27,38,151
Maple Scotch-Style Ale,4492,Scotch Ale / Wee Heavy,102,Sierra Nevada Brewing Co.,Notes:,7.3,3.82,25,35,18,46,39,25,145,11,0,8,41,10,161
Heavy Horse Scotch Ale,4493,Scotch Ale / Wee Heavy,102,Big Sky Brewing Company,Notes:,6.7,3.8,25,35,12,61,30,28,111,25,0,41,37,14,119
Scotch Ale,4494,Scotch Ale / Wee Heavy,102,Sprecher Brewing Company,"Notes:A hearty red-brown “Wee Heavy,” Scotch Ale has all the smokey sweet complex malt goodness you could wish for. Peated, caramel and lightly toasted malts brewed just right give you a smooth beer with a delicate hop finish and creamy head.	",8,3.6,25,35,6,57,43,18,75,11,0,16,20,73,108
Bancreagie Peated Scotch Ale,4495,Scotch Ale / Wee Heavy,102,Brau Brothers Brewing Co. LLC,Notes:,7.6,3.65,25,35,9,38,36,24,60,21,0,22,50,50,95
Magnificent Bastard Scotch Ale,4496,Scotch Ale / Wee Heavy,102,Silver City Brewing Co. / Silver City Restaurant & Ale House,"Notes:Previously known as Fat Bastard Ale & Fat Scotch Ale.A big bastard of an award winning brew. Exceptionally smooth with rich maltiness & a touch of smoky peat character.	",9.2,4.07,25,35,10,56,51,38,76,18,0,30,31,46,83
Kilt Flasher,4497,Scotch Ale / Wee Heavy,102,Devils Backbone Brewing Company,Notes:,8,3.75,25,35,8,40,40,19,72,20,0,21,21,16,103
Louie's Reserve Scotch Ale,4498,Scotch Ale / Wee Heavy,102,Lake Louie Brewery Company,"Notes:Released annually in August	",10,4.13,25,35,13,89,64,33,104,33,0,33,39,27,130
Outta Kilter,4499,Scotch Ale / Wee Heavy,102,Hoppin' Frog Brewery,Notes:,8.2,3.76,25,35,7,59,43,35,137,47,0,76,50,15,128
90/~ Wee Heavy,4500,Scotch Ale / Wee Heavy,102,Belhaven Brewery Company Ltd.,"Notes:Dark brown/cider color; Medium slightly creamy body; Aroma of toasted malt, caramel, & some fruit; Flavor of roasted sweet malt, caramel, dark fruit, nuts, and raisins; Nicely balanced.26 IBU	",7.4,4.08,25,35,4,41,24,22,99,21,0,36,17,8,106
Robert The Bruce,601,Scottish Ale,16,3 Floyds Brewing Co.,"Notes:A full-bodied Scottish-style Ale with a well-rounded malty profile and roasted biscuit-like notes.24 IBU	",6.5,3.89,9,25,9,58,20,31,86,8,0,18,28,14,135
Scottish Ale,602,Scottish Ale,16,Belhaven Brewery Company Ltd.,"Notes:Our signature Scottish Ale is the beer we've brewed the longest and is our best-selling bottle world-wide. We brew it from 100% Scottish Optic and Crystal barley malts for a nutty, biscuit character, balanced with a subtle spiciness from Challenger and Goldings hops for an all-around satisfying beer. George Howell - Master Brewer, Belhaven	",5.2,3.84,9,25,7,41,13,26,43,9,0,7,26,19,110
90 Shilling,603,Scottish Ale,16,Odell Brewing Company,"Notes:We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we'd been wondering what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale.	",5.3,3.89,9,25,21,48,13,32,52,13,0,19,46,11,94
Original Oak Aged Beer,604,Scottish Ale,16,Innis & Gunn,"Notes:This is our firstborn brew, whose accidental discovery started our story in 2003. Its originality also lies in its singular taste – notes of biscuity malt and vanilla swirling within a creamy, mellow character. A pioneering beer, its flavour finds favour with brewing juries, blind tasting panels and barflies alike.	",6.6,3.78,9,25,2,24,27,11,26,4,0,7,14,17,47
Winter Ale,605,Scottish Ale,16,Brooklyn Brewery,"Notes:Brooklyn completely changed the recipe in 2006. Its now a Scottish-style ale. Brewmaster Garrett Oliver explained to us that: There are no spices at all. Good British floor malts and hops along with our yeast strain account for all the flavors. It has a Scottish-style cooler fermentation, which pushes malt to the forefront rather than fruitiness. It was brewed with Scottish Floor-malted Maris Otter, English crystal malts, Belgian Aromatic malt, American roasted malts, American oats and hopped with Willamette.	",6.1,3.61,9,25,15,43,24,33,88,26,0,25,35,14,109
Kilt Lifter Scottish Style Ale,606,Scottish Ale,16,Four Peaks Brewing Company - 8th Street Brewery,"Notes:Kilt Lifter is our award-winning flagship brew, crafted in the tradition and honor of the great strong ales of Scotland. Take one sip and you’ll swear it had been brewed by men in kilts—and maybe it was. It’s a full-bodied ale with pronounced flavors of caramel and roasted barley. Notice its amber color, malty sweetness and a hint of smokiness with a clean dry finish? That’s a true Scottish-style ale.	",6,3.72,9,25,10,27,13,20,57,3,0,15,18,10,69
Railbender Ale,607,Scottish Ale,16,Erie Brewing Co.,"Notes:Erie Brewing Company flagship beer features a deep malt flavor, caramel sweetness lingering in a soft hop flavor. Dark Amber.	",6.8,3.67,9,25,5,40,19,24,94,13,2,26,22,6,103
Hibernator,608,Scottish Ale,16,Long Trail Brewing Co.,"Notes:A Vermont classic returns in 2017! Built to take the bite from a cold winter night, Hibernator features a rich malt base highlighted by warming notes of caramel and toffee. Don't sleep on this rich, robust winter brew. Last year we awoke the bears with a limited run of cans offered at our brewery in Bridgewater Corners. In 2017, we're culminating a year of throwing it back to our roots, by sending Hibernator out for a full run of distribution in 6pks and 12pks of 12 ounce bottles and on draught. Keep your eyes out for it as the weather cools down!32 IBU	",6,3.68,9,25,7,42,20,23,61,17,0,21,31,13,131
Wee Mac,609,Scottish Ale,16,Sun King Brewing Company,"Notes:Wee Mac Scottish-style Ale is an enticing and malty brown ale with caramel, cocoa, and hazelnut character balanced with toffee undertones.23 IBU	",5.3,3.59,9,25,7,28,4,10,42,8,0,10,16,7,72
Dark Island,610,Scottish Ale,16,Orkney Brewery,Notes:,4.6,3.99,9,25,14,62,5,29,66,31,0,34,18,7,72
Piper Down,611,Scottish Ale,16,Ballast Point Brewing Company,Notes:,5.8,3.65,9,25,9,37,6,28,68,8,0,11,30,8,90
St. Andrew's Ale,612,Scottish Ale,16,Belhaven Brewery Company Ltd.,Notes:,4.6,3.86,9,25,12,40,10,21,47,29,0,29,43,12,64
Jolly Scot Scottish Ale,613,Scottish Ale,16,Appalachian Brewing Company,Notes:,5.2,3.56,9,25,14,52,13,37,68,14,2,14,37,17,113
Sláinte,614,Scottish Ale,16,Central Waters Brewing Co.,"Notes:We have taken a traditional Scottish-style ale, with its rich malt characteristic reminiscent of dark fruits, and deepened its flavor with the addition of cherry wood smoked malt. This beer features a full body alongside drinkability - a rare commodity. We enjoy this seasonal throughout the long, snowy winters of Central Wisconsin. You should, too!	",7.5,3.88,9,25,6,59,28,39,80,14,0,30,40,22,116
Laughing Lab Scottish-Style Ale,615,Scottish Ale,16,Bristol Brewing Company,"Notes:Laughing Lab is our most popular brew among beer drinkers and beer judges alike, with nine medals to its name since 1994 at the Great American Beer Festival alone. The Lab has a complex maltiness that comes from a careful blend of specialty malts. Its nutty, roasted flavor is mildly sweet, but not too rich. Smooth and luscious!	",5.3,3.73,9,25,15,49,20,27,103,28,0,25,29,11,137
Red MacGregor,616,Scottish Ale,16,Orkney Brewery,"Notes:Red MacGregor is a mighty beer indeed, it has a wonderfully complex aroma of fruity hop zest and spiciness with rich malts. Initial toasted and caramel malt, then mouth-watering citrus hop fruits, giving way to a clean dry refreshing robust hop bitterness.One of the first beers in the UK that expressively used the citrusy American hop Cascade and as a result became a forerunner to Britain’s new wave of craft beers and was also the first Scottish beer to win the BIIA World Cask Beer Gold Medal.	",4,3.8,9,25,21,58,12,74,72,47,0,56,113,22,119
Twisted Kilt Scotch Ale,617,Scottish Ale,16,Thirsty Dog Brewing Company,Notes:,4.8,3.74,9,25,19,55,18,23,85,37,1,32,31,11,122
Burning Skye Scottish Style Ale,618,Scottish Ale,16,Empyrean Brewing Company,"Notes:Brewed in the tradition of Scotland's malty-sweet beers. Sweet and smooth with a wee hint of smoked character. Brewed with American, English & German grown barley and American hops.13 IBU	",5.3,3.5,9,25,18,41,26,26,68,17,2,19,21,34,105
Scottish Porter,619,Scottish Ale,16,Innis & Gunn,Notes:,7.4,3.63,9,25,17,66,51,47,106,11,0,27,13,28,119
Thundersnow,620,Scottish Ale,16,MadTree Brewing,"Notes:The conditions have to be just right for the formation of Thundersnow. Ginger, nutmeg, vanilla, hints of cinnamon and a bready malt sweetness are the secret. When you find this rare occurrence, savor it as long as you can.	",8.5,3.86,9,25,5,53,40,33,64,6,0,11,38,145,107
Blackfriar,621,Scottish Ale,16,"Inveralmond Brewery Ltd., The",Notes:,7,3.92,9,25,22,55,31,44,92,39,0,52,50,12,115
Stone's Throw Scottish Ale,622,Scottish Ale,16,Fargo Brewing Company,"Notes:Stone’s Throw is dark, complex, and smooth. It is very approachable for those new to craft beer, satisfy serious veterans. The aroma hints of toasted breadcrumbs, caramel, and dried fruits. The flavor is dominated by caramel toffee, toasty malt, hints of cocoa, honey sweetness.19 IBU	",4.5,3.58,9,25,7,48,7,33,73,18,0,18,44,12,128
Dark Island Reserve,623,Scottish Ale,16,Orkney Brewery,Notes:,10,4.15,9,25,16,94,82,35,96,31,1,50,15,50,105
Rum Aged,624,Scottish Ale,16,Innis & Gunn,Notes:,6.8,3.83,9,25,17,47,65,14,61,20,0,27,10,27,66
Scottish Ale,625,Scottish Ale,16,Atlantic Brewing Company / Mainely Meat BBQ,"Notes:Scotland’s rugged soils are not conducive to the cultivation of hops that grow readily in England, so during times of political strife Scotland’s southern neighbor would deprive Scottish brewers of their hops. The resourceful Scot turned to his native heather as a flavoring for his ales. Heather grows wild in the rockbound highlands and when added to the beer yields a silky aromatic result. Our Scottish Ale is brewed with a large amount of both malted barley and heather producing a rich-bodied ale with a sweet finish true to the style.Formerly known as MacFoochie's 7+.	",7.1,3.95,9,25,5,64,24,20,61,17,0,20,35,32,97
Caledonian 80/-,626,Scottish Ale,16,The Caledonian Brewing Company,Notes:,4.1,3.81,9,25,9,45,15,41,70,19,0,18,44,21,112
MacPelican's Scottish Style Ale,627,Scottish Ale,16,Pelican Pub & Brewery,"Notes:13 degrees PlatoAlcohol: 5.0% by volumeBitterness: 17 IBUColor: Copper	",5,3.56,9,25,11,40,10,27,88,13,0,18,38,14,101
Lia Fail,628,Scottish Ale,16,"Inveralmond Brewery Ltd., The",Notes:,4.7,3.75,9,25,11,85,15,63,92,23,0,30,69,19,148
Maxwell's Scottish Ale,629,Scottish Ale,16,Rivertowne Brewing,"Notes:The Maxwells have made the art of brewing a family tradition for centuries. This Scot comes alive, as five different varieties of malt create a deep, surprisingly smooth finish. Intrigued? Go ahead and lift its kilt!	",5.1,3.74,9,25,5,60,10,23,99,18,0,25,28,14,131
Scottish Ale,630,Scottish Ale,16,Gritty McDuff's Brewing Company,"Notes:It takes a brave beer to stand up to a Maine winter. Gritty McDuff 's Scottish Ale is returns every January to help you weather the season. Scottish Style Ale is our interpretation of the robust brews native to Scotland. Generous quantities of Pale malt along with Munich and Caramalts give this ale a deep and complex profile. Scottish Style Ale is just a shade darker than our Bitter, with a rich, slightly sweet first impression on the palate that rounds out to a satisfying maltiness and a medium-dry hop finish. At 6.3% ABV it's hearty but not overwhelming. Sure to please the Braveheart in all of us.25 IBU	",6.3,3.63,9,25,23,63,21,46,71,20,0,15,52,14,116
Black Douglas Ale,631,Scottish Ale,16,Broughton Ales Ltd,Notes:,5.2,3.93,9,25,12,67,19,42,98,28,0,36,42,12,120
Bourbon Cask Dark Ale,632,Scottish Ale,16,Innis & Gunn,Notes:,7.4,3.94,9,25,8,74,81,34,80,19,0,34,21,35,142
Tartan Ale,633,Scottish Ale,16,Port City Brewing,Notes:,5.5,3.6,9,25,8,53,9,30,89,22,0,25,37,14,114
McEwan's Champion,634,Scottish Ale,16,The Caledonian Brewing Company,Notes:,7.3,3.77,9,25,10,43,59,34,87,21,0,27,31,5,82
Squatters Wee Peat,635,Scottish Ale,16,Utah Brewers Cooperative,Notes:,5.6,3.62,9,25,12,23,7,15,31,14,0,13,16,24,51
Olde Ore Dock Scottish Ale,636,Scottish Ale,16,Keweenaw Brewing Company,Notes:,5,3.41,9,25,22,45,21,20,85,27,1,24,33,14,86
Tale Of The Shony,637,Scottish Ale,16,Church Street Brewing Company,"Notes:Our traditional 80 Shilling Scottish-style ale. Chocolate and roasted barley malts contribute to this dark-colored brew, rounded out by notes of sweet caramel and mellow roast. Robust, yet drinkable, this beer can be enjoyed in the cold months of winter or the dog days of summer.32 IBU	",5.1,3.49,9,25,11,29,11,15,48,9,0,15,25,6,78
Wooden Nickel Scottish Peated Lager,638,Scottish Ale,16,Backpocket Brewing,"Notes:So, a German, a Scott and an Iowan walk into a bar and... an entirely unique beer was born. Traditional German yeast, hops and techniques, paired with the smoky flavor from scottish malts, that somehow evokes a quiet, subtle quality that is uniquely Iowa.	",5.7,3.79,9,25,13,24,16,20,33,7,1,3,27,41,63
Piper Down - Bourbon Barrel-Aged,639,Scottish Ale,16,Ballast Point Brewing Company,Notes:,5.9,3.89,9,25,4,34,81,11,65,12,0,19,7,28,137
McEwan's Export,640,Scottish Ale,16,The Caledonian Brewing Company,Notes:,4.5,3.44,9,25,10,37,12,40,43,6,0,5,50,5,80
80/- (Eighty Shilling),641,Scottish Ale,16,Williams Brothers Brewing Company,Notes:,4.2,3.68,9,25,16,84,6,32,86,20,1,26,39,13,139
Scottish Ale,642,Scottish Ale,16,Fearless Brewing Company,Notes:,5.3,3.66,9,25,13,46,11,29,57,15,0,15,41,7,103
Hog's Head Brew (Harry Potter),643,Scottish Ale,16,Florida Beer Company,Notes:,5.5,3.61,9,25,7,16,2,12,8,4,0,1,12,3,21
Java Mac,644,Scottish Ale,16,Sun King Brewing Company,"Notes:Java Mac is the coffee infused version of our Wee Mac Scottish-Style Ale. Locally roasted coffee from Bee Roasters harmonizes with the base beer's hazelnut character and toffee undertones to create a vibrant symphony of rich coffee flavor.Java Mac was the winner of the Gold Medal in the Coffee Beer category at the 2011 Great American Beer Festival.	",5.4,3.83,9,25,4,17,1,56,12,1,0,1,8,0,76
Happy Jack,645,Scottish Ale,16,Short's Brewing Company,"Notes:A medium bodied, malty Scottish ale with a touch of ginger and smoked malt. Sweet aromas of caramel and toffee serve as the perfect precursor to the similar malt flavors within. Accents of floral ginger and smoked malt impact the palate, and linger slightly, providing balance through contrast.	",5.5,3.62,9,25,6,32,8,6,37,11,0,14,16,59,71
Bold Coast Pemaquid Ale,646,Scottish Ale,16,Sheepscot Valley Brewing Company,"Notes:A full-bodied Scottish Ale with a hoppy finish.	",4.05,3.67,9,25,8,47,5,16,52,24,0,13,25,26,80
Scottish Ale,647,Scottish Ale,16,White Street Brewing Co.,Notes:,5.5,3.57,9,25,0,19,7,19,21,9,1,13,15,1,37
Beltaine Scottish Ale,648,Scottish Ale,16,Shoreline Brewery And Restaurant,Notes:,4.7,3.72,9,25,9,32,16,19,41,13,0,18,14,6,62
The Original Bourbon Barrel,649,Scottish Ale,16,Innis & Gunn,Notes:,6.6,3.73,9,25,2,17,26,9,29,4,2,5,9,8,43
Skye Black,650,Scottish Ale,16,Isle Of Skye Brewery,"Notes:Brewed with oats and heather honey.	",4.5,3.85,9,25,14,71,13,51,76,17,0,32,34,18,108
Fore Smoked Stout,3751,Smoked Beer,86,Dark Horse Brewing Company,"Notes:Number four in our stout series, this beer is brewed with all malted barley and hardwood smoked malt. Aromas of smoked chocolate and coffee leave way to a full-bodied stout with a smokey finish. Fore is a house favorite among our brewers.22 IBU	",7,3.94,20,30,7,69,8,52,46,4,1,2,9,79,120
Sue,3752,Smoked Beer,86,Yazoo Brewing Company,"Notes:The south is famous for smoking everything. Why not beer? Sue is a big, rich, smoky malt bomb of a beer, with mellow smokiness coming from barley malts smoked with cherry wood, and assertive bitterness from Galena and Perle hops to cleanse the finish.Original tap version was 7.5% ABV, bottled version is up to 9%.	",9,4.14,20,30,14,74,14,60,48,11,1,29,52,117,108
Smoking Wood - Bourbon Barrel-Aged,3753,Smoked Beer,86,The Bruery,"Notes:2014 Vintage is 14% ABV	",13,4.14,20,30,8,101,85,32,76,4,1,10,6,99,131
Ashtray Heart,3754,Smoked Beer,86,Evil Twin Brewing,"Notes:Brewed at De Molen, the Netherlands..	",8.9,3.81,20,30,8,64,11,43,39,9,0,9,13,81,70
Norwegian Wood,3755,Smoked Beer,86,HaandBryggeriet,"Notes:Brewed with smoked malt, munich malt, crystal and chocolate malt, and spiced with juniper twigs and berries.	",6.5,3.95,20,30,17,42,6,27,47,21,0,28,34,104,62
